,compound_id,smiles,pLC50,MolLogP,LabuteASA,MolMR,MolWt,ExactMolWt,Chi0v,HeavyAtomMolWt,Chi1v,Chi3v,Kappa1,toxicity_category,toxicity_numeric
40,Compound 41,Clc1ccc(Cl)c(Cl)c1,4.783,3.6468000000000007,68.34120180014197,41.47200000000001,181.449,179.930033136,6.633731064651922,178.425,3.438874000254108,1.8557738769927496,7.200011001100109,Moderately toxic,3
41,Compound 42,C#CCCO,3.288,0.002,31.627536515074656,20.535799999999995,70.091,70.041864812,2.9387774270626785,64.04299999999999,1.4584562912049244,0.2561409661723959,4.519999999999999,Slightly toxic,2
42,Compound 43,C[C@@H](O)CN,1.474,-0.6741000000000001,31.60325970583149,20.7352,75.11099999999999,75.068413908,3.309020915065757,66.039,1.6520457398645132,0.3411115157344618,4.920000000000001,Practically non-toxic,1
43,Compound 44,O=CN(c1ccccc1)c1ccccc1,3.812,2.9811000000000014,88.77479521020474,61.08700000000004,197.237,197.084063972,8.206314847049706,186.14899999999997,4.762481950688554,2.174137742449997,9.464452702776038,Slightly toxic,2
44,Compound 45,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,6.0,4.9536,88.94773425390534,51.49200000000001,250.33900000000003,247.852088432,8.746817364328034,249.331,4.41208381675883,3.204463155287838,9.755689802913452,Extremely toxic,5
45,Compound 46,Oc1c(I)cc(I)cc1I,5.591,3.2060000000000004,100.01115123482388,66.2578,471.801,471.7318087160001,11.208302426435855,468.777,5.681501482407555,3.2491037561180884,9.29920606601249,Highly toxic,4
46,Compound 47,CNC(=O)Oc1ccc(C(C)(C)C)cc1,4.317,2.702300000000001,90.44598531903527,60.22570000000004,207.273,207.125928784,9.625897657686233,190.137,4.933739640741713,2.135014658469817,11.564128984432914,Moderately toxic,3
47,Compound 48,CNC(=O)Oc1ccccc1OC(C)C,4.376,2.192,89.19458843414556,57.28970000000004,209.245,209.10519334,9.11149621733972,194.125,4.7842496488921205,1.6186094180451804,11.365244544770505,Moderately toxic,3
48,Compound 49,C=C(C)C(=O)OC(C)C,3.528,1.5141,55.51436801157557,36.042,128.171,128.083729624,6.1009536313039,116.07499999999996,2.902204479831904,0.6912020604562017,8.210000000000003,Slightly toxic,2
49,Compound 50,CC(C)=C[C@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,7.751,5.1520000000000055,149.2417651062343,97.94400000000007,338.44700000000006,338.188194692,15.412461125660943,312.23900000000003,8.795486213819261,4.987841258979596,17.530378388497176,Extremely toxic,5
50,Compound 51,COc1cccc(O)c1,3.225,1.4007999999999998,53.70412421559645,34.6588,124.13899999999998,124.052429496,5.164862962722324,116.07499999999996,2.6573464384916927,1.0533213750515729,5.947877237851663,Slightly toxic,2
51,Compound 52,O=[N+]([O-])c1ccc([N+](=O)[O-])c(O)c1,4.74,1.2086000000000003,71.53158831669258,41.41560000000001,184.107,184.012021228,6.206684755924204,180.075,3.1391510083027447,1.3665121090284869,8.912421441774493,Moderately toxic,3
52,Compound 53,O=[N+]([O-])c1ncccc1O,2.924,0.6954,56.098260575139285,32.5562,140.098,140.022191988,4.890188174996477,136.066,2.499509455928689,0.939016818520278,6.469760479041915,Practically non-toxic,1
53,Compound 54,O[C@H]1CCCC[C@@H]1c1ccccc1,3.599,2.7051000000000007,79.40945840454341,53.65780000000005,176.259,176.120115132,7.81709260457353,160.13099999999997,5.107387541125992,2.9572061289587857,8.763953707392217,Slightly toxic,2
54,Compound 55,O=Cc1cccc(Oc2ccc(Cl)c(Cl)c2)c1,5.95,4.598200000000002,108.7350392232716,68.36550000000003,267.111,265.990134856,10.2030855725001,259.0469999999999,5.625920181240378,2.859972364705013,11.960432307137278,Highly toxic,4
55,Compound 56,COC(=O)c1ccc([N+](=O)[O-])cc1,3.881,1.3814,74.08933040034063,44.43590000000002,181.147,181.037507704,6.889607834113915,174.09099999999998,3.4766189553937354,1.4992208883157772,9.180171325518485,Slightly toxic,2
56,Compound 57,CCCCCCO,3.02,1.559,45.35819535200859,31.22779999999998,102.177,102.104465068,4.982747501432695,88.06499999999998,3.023334547203385,1.0116672736016925,6.96,Slightly toxic,2
57,Compound 58,C#C[C@](C)(O)c1ccccc1,3.112,1.5273,66.68463072113867,44.84580000000003,146.18899999999996,146.07316494,6.411315210637714,136.10899999999998,3.4229655348677515,1.61695728849734,7.842669404517453,Slightly toxic,2
58,Compound 59,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,7.388,6.113300000000004,163.07268718223784,103.30400000000002,391.2940000000001,390.07894986,16.12784172090901,371.1340000000002,9.146036537758294,4.980589117512197,18.81019555142571,Extremely toxic,5
59,Compound 60,CC#N,1.398,0.52988,19.496772823694872,11.287,41.053,41.026549096,1.9472135954999577,38.029,0.7236067977499789,0.0,2.490000000000001,Practically non-toxic,1
60,Compound 61,COc1cccc(C=O)c1O,5.2811,1.2133,64.23058843003683,40.046300000000016,152.14899999999997,152.047344116,6.073111253186188,144.08499999999998,3.104373564292395,1.377093433685264,7.595374077976819,Highly toxic,4
61,Compound 62,CC[C@H](C)n1c(=O)[nH]c(C)c(Br)c1=O,3.148,1.57852,90.09597294569724,58.76170000000002,261.119,260.016039756,10.012128238927788,248.015,5.288346622612984,3.214569042771347,11.235987841945288,Slightly toxic,2
62,Compound 63,NC(=O)c1ccccc1O,3.133,0.4911,58.09199178314606,36.62470000000002,137.13799999999998,137.047678464,5.242213231911951,130.08199999999997,2.793756346766349,1.1695090573361997,6.607785630153122,Slightly toxic,2
63,Compound 64,NCc1ccccc1,3.021,1.1453,49.13623593090629,34.333400000000005,107.15599999999996,107.073499288,4.671208396324302,98.08399999999996,2.6724852835800963,1.0785269224730047,5.319275766016713,Slightly toxic,2
64,Compound 65,C=C(C)C(=O)OC[C@H]1CCCO1,3.691,1.2847000000000002,72.35196631634643,44.74700000000002,170.20799999999997,170.094294308,7.337629046513953,156.09599999999998,4.141350791570005,1.7727722851042895,9.25952551477171,Slightly toxic,2
65,Compound 66,Cc1ccccc1F,3.754,2.13412,47.96188063681981,31.13699999999999,110.13099999999996,110.053178444,4.687365549767731,103.07499999999996,2.51633250569424,1.076605104451236,5.28986013986014,Slightly toxic,2
66,Compound 67,c1ccc2ccccc2c1,4.32,2.8398000000000003,60.11306765123216,43.94800000000002,128.17399999999998,128.062600256,5.618802153517007,120.10999999999996,3.4047005383792524,1.6586892478083908,5.482229779997874,Moderately toxic,3
67,Compound 68,CC(C)(C)c1ccc(Oc2cccc(C=O)c2)cc1,5.837,4.588900000000004,113.58827522709473,77.04550000000005,254.329,254.130679816,11.512649003634362,236.18499999999997,6.325360095546029,2.950218875116492,13.344207765672458,Highly toxic,4
68,Compound 69,CCCCCC=O,3.758,1.7656,44.72548369985636,30.20599999999998,100.161,100.088815004,4.814025684399679,88.06499999999998,2.8510573320459263,0.9255286660229628,6.670000000000001,Slightly toxic,2
69,Compound 70,Cc1cccnc1,2.81,1.39002,43.01599321484008,28.97399999999999,93.129,93.057849224,4.256614672258461,86.07299999999998,2.260414715350615,0.8094199929348828,4.31260162601626,Practically non-toxic,1
70,Compound 71,CCC#N,1.559,0.91998,25.86171493809148,15.904000000000002,55.08,55.04219916,2.6543203766865053,50.03999999999999,1.2842669695298,0.1581138830084189,3.49,Practically non-toxic,1
71,Compound 72,CCCOC(C)=O,3.231,0.9595,43.47408681496662,26.923999999999985,102.133,102.06807956,4.730710143300821,92.05299999999998,2.4040302062452232,0.5094493502441827,6.47,Slightly toxic,2
72,Compound 73,BrC[C@@H]1CCCCO1,2.941,1.9504,58.5392232814316,37.385000000000005,179.05699999999996,177.999327072,6.485093477710159,167.96899999999997,4.229604125576882,2.16826392342013,6.558483412322274,Practically non-toxic,1
73,Compound 74,CCCCOc1ccccc1,4.416,2.8655000000000017,68.00471680659027,46.84500000000003,150.22099999999998,150.104465068,6.916319979971634,136.10899999999998,4.110589663536251,1.50982486234324,8.119800399201598,Moderately toxic,3
74,Compound 75,Cc1cccc(C)c1,3.821,2.30344,50.16128734829018,35.916,106.168,106.07825032,5.309401076758503,96.08799999999998,2.821367205045919,1.173575314054564,5.358504155124653,Slightly toxic,2
75,Compound 76,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,6.042,4.718100000000002,125.74118203040852,77.43200000000002,350.591,348.926283882,13.63158821342878,339.50300000000004,8.707427315056757,4.972432894378644,16.44437737901033,Extremely toxic,5
76,Compound 77,ClCC(Cl)Cl,3.213,2.0289,46.013991822871176,26.213999999999995,133.405,131.930033136,4.6861373074592185,130.381,2.5193393576170906,1.049781318335648,5.87,Slightly toxic,2
77,Compound 78,COC(=O)c1ccc(C(=O)OC)c(N)c1,4.37,0.8420000000000001,86.78119693319739,53.533400000000015,209.20099999999996,209.068807832,8.442394238613955,198.11299999999997,4.159702168162851,1.8779731212342552,11.037160493827162,Moderately toxic,3
78,Compound 79,Nc1ccccc1,2.948,1.2688,42.77129381650968,30.8544,93.129,93.057849224,3.9641016151377535,86.07299999999998,2.1993587371177727,0.7995724914118484,4.18611295681063,Practically non-toxic,1
79,Compound 80,O=[N+]([O-])c1ccc(O)cc1,3.492,1.3003999999999998,56.87861259419277,34.76120000000001,139.11,139.02694302,5.020324848686146,134.07,2.6337291722159875,1.0605277538042814,6.538764845605701,Slightly toxic,2
80,Compound 81,CC1(C)OC[C@@H](CO)O1,0.898,0.1301999999999998,54.57945465749312,31.989799999999985,132.159,132.078644244,5.755274007990405,120.063,3.065350032398756,1.270943038586985,6.992612612612613,Practically non-toxic,1
81,Compound 82,CCO,0.496,-0.0014,19.89842689442217,12.759800000000002,46.069,46.041864812,2.1543203766865053,40.021,1.0233345472033857,0.0,2.9600000000000004,Practically non-toxic,1
82,Compound 83,Cc1ccc(C)cc1,4.078,2.30344,50.16128734829018,35.916,106.168,106.07825032,5.309401076758503,96.08799999999998,2.8213672050459184,1.2182335127930843,5.358504155124653,Moderately toxic,3
83,Compound 84,N#Cc1ccccn1,2.5884,0.95328,47.40857289630879,28.952,104.11199999999997,104.037448128,4.203828267758419,100.07999999999998,2.2440876198419324,0.7794420285153287,4.790602409638554,Practically non-toxic,1
84,Compound 85,NC(=O)C(Cl)Cl,2.725,0.2754,45.21213839304599,24.6884,127.958,126.959169076,4.3307356668984776,124.934,2.090781755837512,0.6452257149216518,6.05,Practically non-toxic,1
85,Compound 86,CC1(C)O[C@]2(C)CC[C@H]1CC2,3.18,2.7441000000000013,69.12561297984745,45.527000000000015,154.253,154.135765196,7.814025684399679,136.10899999999998,4.72052678717295,3.5358886933172697,7.600932428048904,Slightly toxic,2
86,Compound 87,CCCCCC[C@H]1CCC(=O)O1,3.976,2.6624000000000008,74.29296623342044,47.87300000000003,170.25199999999998,170.130679816,7.843594318423186,152.10799999999998,5.021107303566927,2.348202321646391,9.557183958151702,Slightly toxic,2
87,Compound 88,O=[N+]([O-])c1c(Cl)cc(Cl)c([N+](=O)[O-])c1Cl,6.087,3.4632000000000005,97.64715324514157,54.780800000000006,271.443,269.90018955200003,9.006450879128039,270.435,4.455700736571329,2.421092447718433,11.961994240460765,Extremely toxic,5
88,Compound 89,CC(C)N(CCO)C(C)C,2.859,1.0975,63.84791325100517,44.063800000000015,145.24599999999995,145.146664228,7.463341291752263,126.09399999999998,3.958254388286501,1.6847804270873263,9.92,Practically non-toxic,1
89,Compound 90,O=[N+]([O-])c1ccc(Oc2ccccc2)cc1,4.91,3.387100000000002,92.25501827756769,59.612400000000015,215.208,215.058243148,8.368110889598182,206.136,4.729054267452831,2.026446744357693,10.167785242915585,Moderately toxic,3
90,Compound 91,Nc1c(Cl)c(Cl)cc(Cl)c1Cl,5.932,3.8824,83.98435872403637,50.894400000000005,230.909,228.901959816,8.190274214489978,227.885,4.133812241839802,2.7497970603251694,9.269445438282649,Highly toxic,4
91,Compound 92,Oc1cccc2ccccc12,4.493,2.5454,64.90730140342819,45.61280000000003,144.17299999999997,144.057514876,5.98866547982734,136.10899999999998,3.5449740027958976,1.766621419037792,6.22562358276644,Moderately toxic,3
92,Compound 93,O=Cc1ccccc1,4.032,1.4991,47.95786733393734,31.829499999999992,106.12399999999997,106.041864812,4.3723499056016175,100.07599999999998,2.4350609975132884,0.9356552548998028,5.035137880986937,Moderately toxic,3
93,Compound 94,CC(C)O,0.842,0.3871,26.263369008818778,17.3548,60.096,60.057514876,3.024563864689584,52.032,1.412899428126413,0.0,3.96,Practically non-toxic,1
94,Compound 95,Nc1ccc(F)cc1C(F)(F)F,3.782,2.4267000000000003,65.79837754261123,35.81440000000001,179.116,179.03581204,5.82125896879541,174.07599999999996,3.032637952325852,1.320740537440679,8.833109869646183,Slightly toxic,2
95,Compound 96,CCN(CC)c1ccccc1,3.959,2.532800000000001,68.65100524728676,50.00300000000004,149.23699999999997,149.12044948,7.248178503821181,134.11699999999996,4.180959494679709,1.884783333368866,8.119800399201598,Slightly toxic,2
96,Compound 97,N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,3.782,1.9139,68.34612729382405,45.09040000000003,151.253,151.136099544,7.052041763877789,134.11699999999996,5.023569920549402,4.08560419816215,6.473203017832648,Slightly toxic,2
97,Compound 98,CCSCCSCC,3.397,2.4926000000000004,60.81018165054307,45.99800000000003,150.31199999999998,150.053692448,7.277916867529369,136.2,5.378315177510849,2.840770275176027,8.699999999999998,Slightly toxic,2
98,Compound 99,CC(C)(C)O,1.063,0.7772,32.62831112321538,21.971799999999995,74.12299999999999,74.07316494,3.947213595499958,64.04299999999999,1.723606797749979,0.0,4.960000000000001,Practically non-toxic,1
99,Compound 100,Nc1ccccc1Cl,4.347,1.9222,53.07456004339136,35.86440000000002,127.57399999999998,127.018876872,5.020644764975811,121.52599999999998,2.68297211329828,1.2494286508978598,5.446798905608755,Moderately toxic,3
100,Compound 101,CCCN,2.283,0.3551000000000002,26.809025953635484,19.3454,59.112,59.073499288,2.9915638315627207,50.03999999999999,1.6153550716504104,0.2886751345948128,3.96,Practically non-toxic,1
101,Compound 102,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,3.715,3.3260000000000014,118.83519143171844,85.83450000000005,278.291,278.08605173,11.910143114808127,263.17099999999994,8.292234544823854,6.435481297320762,12.900307824255124,Slightly toxic,2
102,Compound 103,O=Cc1cc(Br)cc(Br)c1O,5.518,2.7297,80.48719629741608,48.89430000000001,279.915,277.85780356799995,8.515434717780561,275.88300000000004,4.366645743243491,2.246952739596416,8.743896713615024,Highly toxic,4
103,Compound 104,CC(=O)c1ccc(Cl)cc1Cl,4.208,3.196000000000001,74.92934190209729,46.46650000000002,189.041,187.979570172,7.408085936088104,182.993,3.8260514359721984,1.858232614447336,8.565510983763131,Moderately toxic,3
104,Compound 105,O=[N+]([O-])c1ccc(F)cc1,3.696,1.7338999999999998,56.249914244923,33.0544,141.101,141.022606588,4.951075726195415,137.069,2.5991046109706217,1.0374447129740378,6.666959064327487,Slightly toxic,2
105,Compound 106,CC#CCO,3.841,0.002,31.627536515074656,20.5358,70.091,70.041864812,3.1543203766865053,64.04299999999999,1.4197811566101115,0.2558336368008463,4.519999999999999,Slightly toxic,2
106,Compound 107,COc1cccc(C=O)c1O,4.801,1.2133,64.23058843003683,40.046300000000016,152.14899999999997,152.047344116,6.073111253186188,144.08499999999998,3.104373564292395,1.377093433685264,7.595374077976819,Moderately toxic,3
107,Compound 108,COc1cc(Cl)c(Cl)cc1O,4.635,2.7076000000000007,74.31065666935982,44.67880000000002,193.029,191.974484792,7.277949262398437,186.981,3.6245731908527072,1.9439313677418544,8.496153846153845,Moderately toxic,3
108,Compound 109,CCCCCC(=O)OCC,4.21,2.1298000000000004,62.56891315815645,40.775000000000006,144.214,144.115029752,6.852030486860464,128.08599999999998,3.9646903780250446,1.289779436134093,9.47,Moderately toxic,3
109,Compound 110,Cc1cc(Cl)nc(N)n1,3.008,1.02062,57.87879811968099,36.1914,143.57700000000003,143.025024872,5.6830211484068505,137.529,2.827399304298196,1.0338758566794093,6.292399020807833,Slightly toxic,2
110,Compound 111,CCCC=O,3.69,0.9854,31.99559947106314,20.971999999999998,72.107,72.057514876,3.399812122026584,64.04299999999999,1.8510573320459265,0.4065262647925708,4.67,Slightly toxic,2
111,Compound 112,CCN1C(=O)CC(=O)N(CC)C1=S,1.647,0.3719999999999999,82.48950646277572,51.989000000000026,200.26299999999995,200.061948624,8.556988986878874,188.167,4.668823792752892,2.4395951704996417,10.113125519534496,Practically non-toxic,1
112,Compound 113,CN(C)c1ccccn1,2.983,1.1476,55.14076899944005,38.56400000000001,122.171,122.08439832,5.70382826775842,112.09099999999998,2.888514810841848,1.1074787662245316,6.075786163522013,Practically non-toxic,1
113,Compound 114,c1ccc2occc2c1,3.924,2.4328000000000003,52.90739691530901,36.214000000000006,118.13499999999996,118.041864812,4.872349905601618,112.08699999999996,2.88918514274522,1.361620179510074,4.621116323679656,Slightly toxic,2
114,Compound 115,ClCCN1CCCC1,2.941,1.321,55.6212303433684,36.394,133.622,133.065827064,5.823747701646925,121.52599999999998,3.750467023787787,1.7684573404859063,6.371212121212121,Practically non-toxic,1
115,Compound 116,Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],4.092,1.0852,72.07724526150929,44.1632,183.123,183.02800564,6.336821429613872,178.08299999999997,3.2042193451475782,1.421534887976765,8.912421441774493,Moderately toxic,3
116,Compound 117,CCOC(CN(C)CC(OCC)OCC)OCC,2.618,1.7163999999999997,111.33257098881973,71.57700000000007,263.378,263.209658408,12.477547982853949,234.146,6.822102413168867,2.331726372850851,17.8,Practically non-toxic,1
117,Compound 118,Cc1cc(O)ccc1Cl,4.416,2.35402,58.89384521297126,37.85380000000001,142.585,142.018542524,5.8131578220965165,135.529,3.0285873789764053,1.5656066270670987,6.430336943441636,Moderately toxic,3
118,Compound 119,N#Cc1cc(I)c(O)c(I)c1,4.737,2.4730799999999995,91.50683490964556,58.255800000000015,370.915,370.830409716,9.620053257750268,367.891,4.88737689806476,2.790615713577676,9.06115770282589,Moderately toxic,3
119,Compound 120,CCCCBr,3.572,2.1814,41.70162497666073,28.701999999999988,137.02,135.988762388,5.085281355683573,127.94799999999998,3.0958369308453744,1.047918465422687,5.48,Slightly toxic,2
120,Compound 121,O=Cc1ccccc1F,4.964,1.6382,52.12340273686357,31.78749999999999,124.11399999999998,124.032443,4.672964109421219,119.07399999999996,2.5407099006845693,1.0321895498349811,5.947877237851663,Moderately toxic,3
